CharacterName|WikiLink
Eleanora Shanks|Eleanora_Shanks
Page siblings' father|Page_siblings%27_father
Reggie Page|Reggie_Page
Dorcus Twelvetrees|Dorcus_Twelvetrees
Female Death Eater at the Graveyard|Female_Death_Eater_at_the_Graveyard
Unidentified Male Death Eater (II)|Unidentified_Male_Death_Eater_(II)
Unidentified Male Death Eater (X)|Unidentified_Male_Death_Eater_(X)
Unidentified Death Eater (Quidditch World Cup 1994)|Unidentified_Death_Eater_(Quidditch_World_Cup_1994)
Unidentified female Death Eater at Malfoy Manor (I)|Unidentified_female_Death_Eater_at_Malfoy_Manor_(I)
Unidentified male Death Eater at Malfoy Manor|Unidentified_male_Death_Eater_at_Malfoy_Manor
Unidentified Male Death Eater at the Little Hangleton graveyard (I)|Unidentified_Male_Death_Eater_at_the_Little_Hangleton_graveyard_(I)
Unidentified male Death Eater during the Battle of Hogwarts (II)|Unidentified_male_Death_Eater_during_the_Battle_of_Hogwarts_(II)
Unidentified three Death Eaters|Unidentified_three_Death_Eaters
Dark Mark|Dark_Mark
Goyle|Goyle
Barnaby Lee's father|Barnaby_Lee%27s_father
Barnaby Lee's mother|Barnaby_Lee%27s_mother
Lemus Pinutius|Lemus_Pinutius
Unidentified Portkey tout|Unidentified_Portkey_tout
Alexandra Walker|Alexandra_Walker
Will|Will
Court Scribe|Court_Scribe
Arabella Figg|Arabella_Figg
Owle Bullock|Owle_Bullock
J. K. Rowling (in-universe)|J._K._Rowling_(in-universe)
Greek man|Greek_man
Mountain troll|Mountain_troll
Norberta|Norberta
Quirinus Quirrell's first mountain troll|Quirinus_Quirrell%27s_first_mountain_troll
Quirinus Quirrell's second mountain troll|Quirinus_Quirrell%27s_second_mountain_troll
Unicorn|Unicorn
Unidentified Gringotts spokesgoblin|Unidentified_Gringotts_spokesgoblin
Secret Keeper|Secret_Keeper
Unidentified bird in bell jar|Unidentified_bird_in_bell_jar
Un-born|Un-born
Hugo Granger-Weasley|Hugo_Granger-Weasley
Abraham|Abraham
Andros the Invincible|Andros_the_Invincible
Goliath's slayer|Goliath%27s_slayer
Isaac|Isaac
Isaiah|Isaiah
Jesus|Jesus
Odysseus|Odysseus
Ollivander (382 B.C. era)|Ollivander_(382_B.C._era)
Dzou Yen|Dzou_Yen
Henry Bumblepuft|Henry_Bumblepuft
Poderick Cruickshank|Poderick_Cruickshank
Beedle the Bard|Beedle_the_Bard
Hannah Cockleford|Hannah_Cockleford
Edmund Gaddlegate's mother|Edmund_Gaddlegate%27s_mother
Edmund Gaddlegate|Edmund_Gaddlegate
Poderick Crookshank|Poderick_Crookshank
Josiah Jackson|Josiah_Jackson
Abraham Potter|Abraham_Potter
Thurkell brothers|Thurkell_brothers
Unidentified Wampanoag children|Unidentified_Wampanoag_children
Charity Wilkinson|Charity_Wilkinson
Licorus Black|Licorus_Black
Charles Dickens|Charles_Dickens
George Eliot|George_Eliot
Cygnus Black I|Cygnus_Black_I
Arcturus Black I|Arcturus_Black_I
R. L. Stevenson|R._L._Stevenson
Warren G. Harding|Warren_G._Harding
Charles Demengeot|Charles_Demengeot
Violet Tillyman's children|Violet_Tillyman%27s_children
Roland Kegg|Roland_Kegg
Cole|Cole
Angus McMangus|Angus_McMangus
Blodwyn Bludd|Blodwyn_Bludd
Unidentified orphan|Unidentified_orphan
Caractacus Phelps|Caractacus_Phelps
Lucy Evans|Lucy_Evans
Stephen Hawking|Stephen_Hawking
Oliver Wiseman|Oliver_Wiseman
Roddy Doyle|Roddy_Doyle
Glenda Chittock|Glenda_Chittock
Heathcote Barbary|Heathcote_Barbary
Penelope Taylor|Penelope_Taylor
Herman Wintringham|Herman_Wintringham
Orsino Thruston|Orsino_Thruston
David Boorman I|David_Boorman_I
Dobbin|Dobbin
Eekins|Eekins
Jake Flinton|Jake_Flinton
Cyril Meakin|Cyril_Meakin
Kevin Sterndale|Kevin_Sterndale
Unidentified Gryffindor prefect|Unidentified_Gryffindor_prefect
Mervyn Wynch|Mervyn_Wynch
Kelly Brown|Kelly_Brown
Jim Hamilton|Jim_Hamilton
Unidentified 8-year-old Muggle girl|Unidentified_8-year-old_Muggle_girl
Gabrielle Delacour|Gabrielle_Delacour
Derek|Derek
Emma Dobbs|Emma_Dobbs
Mark Evans|Mark_Evans
Girl who tested Fainting Fancies|Girl_who_tested_Fainting_Fancies
Unidentified fourth year student|Unidentified_fourth_year_student
Unidentified ten-year-old|Unidentified_ten-year-old
Stuart Hogg|Stuart_Hogg
Jack Monk|Jack_Monk
Tom Monk|Tom_Monk
Egmont Hobday|Egmont_Hobday
Griselda Jorkins|Griselda_Jorkins
Kevin|Kevin
Ngapo Ponika|Ngapo_Ponika
Two little witches|Two_little_witches
Annis Black|Annis_Black
Araminta Meliflua Black|Araminta_Meliflua_Black
Eurig Cadwallader|Eurig_Cadwallader
Alfred Cattermole|Alfred_Cattermole
Ellie Cattermole|Ellie_Cattermole
Maisie Cattermole|Maisie_Cattermole
Darren Floyd|Darren_Floyd
Matthew Echunga|Matthew_Echunga
Minaka Hirakata|Minaka_Hirakata
Stephan Hodhedge|Stephan_Hodhedge
Masaki Hongo|Masaki_Hongo
Tamotsu Iwamoto|Tamotsu_Iwamoto
Janus Thickey's children|Janus_Thickey%27s_children
Rowan Khanna's brother|Rowan_Khanna%27s_brother
Kimiko Kurosawa|Kimiko_Kurosawa
Bogomil Levski|Bogomil_Levski
Gilderoy Lockhart's sisters|Gilderoy_Lockhart%27s_sisters
Asgard Pettersson|Asgard_Pettersson
Thorsten Pfeffer|Thorsten_Pfeffer
Constance Pickering's brother (I)|Constance_Pickering%27s_brother_(I)
Constance Pickering's sister|Constance_Pickering%27s_sister
Lucas Picquery|Lucas_Picquery
Prime Minister's niece|Prime_Minister%27s_niece
Samuel G. Quahog|Samuel_G._Quahog
Roberts children|Roberts_children
Runcorn|Runcorn
Noriko Sato|Noriko_Sato
Rolf Scamander|Rolf_Scamander
Shintaro Shingo|Shintaro_Shingo
Yoshihiro Suzuki|Yoshihiro_Suzuki
Ryotaro Tanaka|Ryotaro_Tanaka
Dean Thomas's half-siblings|Dean_Thomas%27s_half-siblings
Tiberius|Tiberius
Todoroki|Todoroki
Liz Tuttle's sister|Liz_Tuttle%27s_sister
Unidentified boy with birthmark|Unidentified_boy_with_birthmark
Unidentified poor boy|Unidentified_poor_boy
Unidentified Puking Pastilles Victim|Unidentified_Puking_Pastilles_Victim
Yoshi Wakahisa|Yoshi_Wakahisa
Willi Wenzel|Willi_Wenzel
Ryan Westrup|Ryan_Westrup
Eric Whalley|Eric_Whalley
William Weasley's South American pen-friend|William_Weasley%27s_South_American_pen-friend
Ryuichi Yamaguchi|Ryuichi_Yamaguchi
Rawya Zaghloul|Rawya_Zaghloul
Addison Fawley|Addison_Fawley
Melody Fawley|Melody_Fawley
Jay|Jay
Jay's friend|Jay%27s_friend
Unidentified blond twin boys at Platform Nine and Three Quarters|Unidentified_blond_twin_boys_at_Platform_Nine_and_Three_Quarters
Dudley Dursley's children|Dudley_Dursley%27s_children
Lorcan Scamander|Lorcan_Scamander
Lysander Scamander|Lysander_Scamander
Dominique Weasley|Dominique_Weasley
Louis Weasley|Louis_Weasley
Lucy Weasley|Lucy_Weasley
Molly Weasley II|Molly_Weasley_II
16th century Potions Professor|16th_century_Potions_Professor
Architect of Hogwarts|Architect_of_Hogwarts
Silvio Astolfi|Silvio_Astolfi
Bartholomew|Bartholomew
Angel|Angel
Angel of Death|Angel_of_Death
Devil|Devil
God|God
Pierre Bonaccord|Pierre_Bonaccord
Bonhabille|Bonhabille
Albert Boot|Albert_Boot
Webster Boot's wife|Webster_Boot%27s_wife
Barberus Bragge|Barberus_Bragge
Cadogan's children|Cadogan%27s_children
Cadogan's ex-wives|Cadogan%27s_ex-wives
Cadogan's father|Cadogan%27s_father
Cadogan's mother|Cadogan%27s_mother
Josefina Calderon|Josefina_Calderon
Calid|Calid
Rancorous Carpe|Rancorous_Carpe
Edgar Cloggs|Edgar_Cloggs
Elfrida Cragg|Elfrida_Cragg
Lucy Crane|Lucy_Crane
Priscilla Dupont|Priscilla_Dupont
Earl of Paunchley's four burly servants|Earl_of_Paunchley%27s_four_burly_servants
Elfric the Eager|Elfric_the_Eager
Eliana|Eliana
Everard|Everard
Archer Evermonde|Archer_Evermonde
Wilhelm Fischer|Wilhelm_Fischer
Basil Flack|Basil_Flack
Able Fleming|Able_Fleming
Josephina Flint|Josephina_Flint
Theodard Fontaine|Theodard_Fontaine
Fortinbras|Fortinbras
Ottaline Gambol|Ottaline_Gambol
Josette Gage|Josette_Gage
Hesphaestus Gore|Hesphaestus_Gore
Gondulphus Graves|Gondulphus_Graves
Brothers Grimm|Brothers_Grimm
Robert Grimsditch|Robert_Grimsditch
Thornton Harkaway|Thornton_Harkaway
Headmaster of Durmstrang Institute during 1792|Headmaster_of_Durmstrang_Institute_during_1792
First Headmaster of Hogwarts|First_Headmaster_of_Hogwarts
Headteacher of Beauxbatons Academy of Magic during 1792|Headteacher_of_Beauxbatons_Academy_of_Magic_during_1792
Headteacher of Hogwarts School of Witchcraft and Wizardry during 1792|Headteacher_of_Hogwarts_School_of_Witchcraft_and_Wizardry_during_1792
Hankerton Humble|Hankerton_Humble
Illyius|Illyius
Ingolfr the Iambic|Ingolfr_the_Iambic
Jack|Jack
Jasichus|Jasichus
Mary Jauncey|Mary_Jauncey
Porteus Knatchbull|Porteus_Knatchbull
Goodwin Kneen|Goodwin_Kneen
Lachlan the Lanky|Lachlan_the_Lanky
Corvus Lestrange (I)|Corvus_Lestrange_(I)
Corvus Lestrange (III)|Corvus_Lestrange_(III)
Cyrille Lestrange (I)|Cyrille_Lestrange_(I)
Eglantine Lestrange|Eglantine_Lestrange
Falco Lestrange|Falco_Lestrange
Heloise Lestrange|Heloise_Lestrange
Radolphus Lestrange|Radolphus_Lestrange
Guthrie Lochrin|Guthrie_Lochrin
Carlos Lopez|Carlos_Lopez
Mungo MacDuff|Mungo_MacDuff
Malecrit|Malecrit
Nicholas Malfoy|Nicholas_Malfoy
Septimus Malfoy|Septimus_Malfoy
Malodora Grymm's victim|Malodora_Grymm%27s_victim
Martha Steward II's friend|Martha_Steward_II%27s_friend
Elizabeth McGilliguddy|Elizabeth_McGilliguddy
Torquil McTavish|Torquil_McTavish
Hortensia Milliphutt|Hortensia_Milliphutt
Eupraxia Mole|Eupraxia_Mole
Maerwynn Montfort|Maerwynn_Montfort
Harfang Munter|Harfang_Munter
Cormac O'Brien|Cormac_O%27Brien
Geraint Ollivander|Geraint_Ollivander
Gerbold Ollivander|Gerbold_Ollivander
Oona|Oona
Evangeline Orpington|Evangeline_Orpington
Unctuous Osbert|Unctuous_Osbert
Myron Otherhaus|Myron_Otherhaus
Parkin (Beater I)|Parkin_(Beater_I)
Parkin (Beater II)|Parkin_(Beater_II)
Parkin (Chaser I)|Parkin_(Chaser_I)
Parkin (Chaser II)|Parkin_(Chaser_II)
Parkin (Chaser III)|Parkin_(Chaser_III)
Parkin (Keeper)|Parkin_(Keeper)
Parkin (Seeker)|Parkin_(Seeker)
Perseus Parkinson|Perseus_Parkinson
Manon Perrot|Manon_Perrot
Iolanthe Peverell|Iolanthe_Peverell
Prudence|Prudence
Ptolemy|Ptolemy
Pythagoras|Pythagoras
Modesty Rabnott|Modesty_Rabnott
Emily Rappaport|Emily_Rappaport
Berthilde Roche|Berthilde_Roche
Damocles Rowle|Damocles_Rowle
Snickerton|Snickerton
Catullus Spangle|Catullus_Spangle
Rionach Steward|Rionach_Steward
Google Stump|Google_Stump
Tertius|Tertius
Tertius's brothers|Tertius%27s_brothers
Leonie Tremblay|Leonie_Tremblay
Tristan|Tristan
Aristotle Twelvetrees|Aristotle_Twelvetrees
Ugga|Ugga
Unidentified Narragansett children|Unidentified_Narragansett_children
Unidentified Narragansett mother|Unidentified_Narragansett_mother
Unidentified young wizard|Unidentified_young_wizard
Nerida Vulchanova|Nerida_Vulchanova
Helmut Weiss|Helmut_Weiss
Bridget Wenlock's cousin|Bridget_Wenlock%27s_cousin
Samson Wiblin|Samson_Wiblin
Wilfred the Wistful|Wilfred_the_Wistful
Heliotrope Wilkins|Heliotrope_Wilkins
Witch and Wizard Couple|Witch_and_Wizard_Couple
Wyvern of Wye|Wyvern_of_Wye
Zaccaria Innocenti|Zaccaria_Innocenti
Girl Sorted in 1858|Girl_Sorted_in_1858
Bush|Bush
Christopher Flack|Christopher_Flack
Nicolas Grimmett|Nicolas_Grimmett
Robert Hawking|Robert_Hawking
Eric Murley|Eric_Murley
Damian Perriss|Damian_Perriss
Edmund Spiers|Edmund_Spiers
Jonathan Spratt|Jonathan_Spratt
Terry Strickland|Terry_Strickland
Alice|Alice
Mauricius|Mauricius
Unidentified Slytherin girl (II)|Unidentified_Slytherin_girl_(II)
Unidentified Slytherin girl (III)|Unidentified_Slytherin_girl_(III)
Emma Vane (witch)|Emma_Vane_(witch)
Herbert Chorley|Herbert_Chorley
Unidentified nine-year old|Unidentified_nine-year_old
Baruffio|Baruffio
Agnes|Agnes
St Mungo's Hospital for Magical Maladies and Injuries Known Patients|St_Mungo%27s_Hospital_for_Magical_Maladies_and_Injuries_Known_Patients
Anonymous author of Hairy Snout, Human Heart|Anonymous_author_of_Hairy_Snout,_Human_Heart
Forbidden Forest wolf pack|Forbidden_Forest_wolf_pack
Unidentified werewolf|Unidentified_werewolf
Wagga Wagga Werewolf|Wagga_Wagga_Werewolf
Bitten St Mungo's patient|Bitten_St_Mungo%27s_patient
Grubby-looking St Mungo's patient|Grubby-looking_St_Mungo%27s_patient
Unidentified St Mungo's patient|Unidentified_St_Mungo%27s_patient
Winged St Mungo's patient|Winged_St_Mungo%27s_patient
Tarquin McTavish's neighbour|Tarquin_McTavish%27s_neighbour
Roberts|Roberts
Roberts's wife|Roberts%27s_wife
1992 Gryffindor-Slytherin Quidditch match spectators|1992_Gryffindor-Slytherin_Quidditch_match_spectators
Ernestina Abutor|Ernestina_Abutor
Dennis Aldermaston's mother|Dennis_Aldermaston%27s_mother
Cyprien Alesi|Cyprien_Alesi
Badeea Ali's mother|Badeea_Ali%27s_mother
Alice Longbottom's midwife|Alice_Longbottom%27s_midwife
Alejandra Alonso|Alejandra_Alonso
Pamela Alton's mother|Pamela_Alton%27s_mother
Chandra Amble|Chandra_Amble
Rosemary Ames|Rosemary_Ames
Rosana Amorim|Rosana_Amorim
Danielle Amorinus|Danielle_Amorinus
Debbie Amy|Debbie_Amy
Artemis (goddess)|Artemis_(goddess)
Artemis (owl)|Artemis_(owl)
Jane Austen|Jane_Austen
Bathsheda Babbling|Bathsheda_Babbling
Gwendoline Babcocke's mother|Gwendoline_Babcocke%27s_mother
Patrick Bagby's mother|Patrick_Bagby%27s_mother
Kquewanda Bailey|Kquewanda_Bailey
Balbine Lestrange (II)|Balbine_Lestrange_(II)
Bandon Banshee|Bandon_Banshee
Modesty Barebone's biological mother|Modesty_Barebone%27s_biological_mother
Celia Barnett|Celia_Barnett
Baruffio's wife|Baruffio%27s_wife
Unidentified witch in Bath|Unidentified_witch_in_Bath
Hetty Bayliss|Hetty_Bayliss
Violetta Beauvais|Violetta_Beauvais
Katie Bell's mother|Katie_Bell%27s_mother
Belvina Burke's daughter|Belvina_Burke%27s_daughter
Amy Benson|Amy_Benson
Sophie Berger|Sophie_Berger
Céleste Bergne|C%C3%A9leste_Bergne
Bernadette|Bernadette
Bernadette Beauchene|Bernadette_Beauchene
Beryl|Beryl
Unidentified Big Bean Shack spokeswoman|Unidentified_Big_Bean_Shack_spokeswoman
Gilbert Bingley's wife|Gilbert_Bingley%27s_wife
Trevor Birch's mother|Trevor_Birch%27s_mother
Genevieve Bladt|Genevieve_Bladt
Susan Blancheflower|Susan_Blancheflower
Lara Blishen|Lara_Blishen
Beatrix Bloxam's aunt|Beatrix_Bloxam%27s_aunt
Jordanna Bodiment|Jordanna_Bodiment
Bogle-banshee|Bogle-banshee
Sylvian Boigny|Sylvian_Boigny
Seraphina Bones|Seraphina_Bones
Gladys Boothby|Gladys_Boothby
Borboleta|Borboleta
Boyle|Boyle
Betty Braithwaite|Betty_Braithwaite
Bridget (journalist)|Bridget_(journalist)
Lavender Brown's mother|Lavender_Brown%27s_mother
Mary Buchanan|Mary_Buchanan
Zygmunt Budge's great-grandmother|Zygmunt_Budge%27s_great-grandmother
Rosalind Bungs|Rosalind_Bungs
Betty Burgess|Betty_Burgess
Eunice Cabanart|Eunice_Cabanart
Abigail R. Cankus|Abigail_R._Cankus
Lima Carneiro|Lima_Carneiro
Mary Cattermole's mother|Mary_Cattermole%27s_mother
Cecilia|Cecilia
Cecily|Cecily
Charles Weasley's colleagues|Charles_Weasley%27s_colleagues
Anna Chiwawa|Anna_Chiwawa
Cho Chang's mother|Cho_Chang%27s_mother
Agatha Chubb|Agatha_Chubb
Georgia Clark-Day|Georgia_Clark-Day
Ben Copper's mother|Ben_Copper%27s_mother
Yvette Coquelot|Yvette_Coquelot
Ellen Cracknell|Ellen_Cracknell
Dirk Cresswell's wife|Dirk_Cresswell%27s_wife
Clutterbuck Crispe|Clutterbuck_Crispe
Doris Crockford|Doris_Crockford
Glinda Crook|Glinda_Crook
Caspar Crouch's daughters|Caspar_Crouch%27s_daughters
Crowd outside bakery in Surrey|Crowd_outside_bakery_in_Surrey
Magali Crowe|Magali_Crowe
Gerda Curd|Gerda_Curd
Danielle|Danielle
Daryle|Daryle
Mabel Dashalot|Mabel_Dashalot
Day maid at Leaky Cauldron|Day_maid_at_Leaky_Cauldron
Blossom Degrasse|Blossom_Degrasse
Julia Dehoff (Muggle)|Julia_Dehoff_(Muggle)
Julia Dehoff (witch)|Julia_Dehoff_(witch)
Delacour sisters' cousins|Delacour_sisters%27_cousins
Apolline Delacour|Apolline_Delacour
Apolline Delacour's mother|Apolline_Delacour%27s_mother
Alison Denbright|Alison_Denbright
Amorette Deneuve|Amorette_Deneuve
Cedric Diggory's mother|Cedric_Diggory%27s_mother
DJ Martha|DJ_Martha
Damara Dodderidge|Damara_Dodderidge
Mary Dorkins|Mary_Dorkins
Dot|Dot
Benedita Dourado|Benedita_Dourado
Ellie Dowson|Ellie_Dowson
Margot Droope|Margot_Droope
Durmstrang girl|Durmstrang_girl
Vernon Dursley's secretary|Vernon_Dursley%27s_secretary
Dudley Dursley's wife|Dudley_Dursley%27s_wife
Dursley siblings' mother|Dursley_siblings%27_mother
Dursleys' female neighbour|Dursleys%27_female_neighbour
Earl of Paunchley's forced servants|Earl_of_Paunchley%27s_forced_servants
Edgecombe|Edgecombe
Edith Abernathy|Edith_Abernathy
Unidentified female Eeylops Owl Emporium employee|Unidentified_female_Eeylops_Owl_Emporium_employee
Andre Egwu's grandmother|Andre_Egwu%27s_grandmother
Andre Egwu's sister|Andre_Egwu%27s_sister
Elena Eldritch|Elena_Eldritch
Eliana's parents|Eliana%27s_parents
Elicia|Elicia
Elveira Elkins|Elveira_Elkins
Elsie|Elsie
Mimi Erland|Mimi_Erland
Esposito|Esposito
Ethel|Ethel
Portrait of a female etiquette teacher|Portrait_of_a_female_etiquette_teacher
Unidentified plump little witch examiner|Unidentified_plump_little_witch_examiner
G. F.|G._F.
Lordana F.|Lordana_F.
Bella Farley|Bella_Farley
Madge Farley|Madge_Farley
Franziska Faust|Franziska_Faust
Sendelina de la Felino|Sendelina_de_la_Felino
Loretta Fieldwake (criminal)|Loretta_Fieldwake_(criminal)
Loretta Fieldwake (Ministry employee)|Loretta_Fieldwake_(Ministry_employee)
Arabella Figg's parents|Arabella_Figg%27s_parents
Fisher's daughter|Fisher%27s_daughter
Mopsy Fleabert|Mopsy_Fleabert
Ursula Flint|Ursula_Flint
Fenella Flowerday|Fenella_Flowerday
Virginia Flowers|Virginia_Flowers
Ambrosius Flume's wife|Ambrosius_Flume%27s_wife
Lydia Fry|Lydia_Fry
Cornelius Fudge's wife|Cornelius_Fudge%27s_wife
Morwena Ganderwort|Morwena_Ganderwort
George Weasley's dance partner|George_Weasley%27s_dance_partner
Ghost carollers|Ghost_carollers
Eleanor Sarah Gibbs|Eleanor_Sarah_Gibbs
Gibson|Gibson
Gilbert Bingley's secretary|Gilbert_Bingley%27s_secretary
Ginger (musician)|Ginger_(musician)
Girl who played Amata|Girl_who_played_Amata
Girl who played Asha|Girl_who_played_Asha
Olivia Gleaves|Olivia_Gleaves
Katrina von Glockenspieler|Katrina_von_Glockenspieler
Gloomy nuns|Gloomy_nuns
Glossy|Glossy
Arsenia Gonzales|Arsenia_Gonzales
Rosie Goodwin|Rosie_Goodwin
Gordon's parents|Gordon%27s_parents
Leonora Gore|Leonora_Gore
Goshawk sisters|Goshawk_sisters
Diadema Goshawk|Diadema_Goshawk
Miranda Goshawk's mother|Miranda_Goshawk%27s_mother
Romilda Goshawk|Romilda_Goshawk
Tangwystl Goshawk|Tangwystl_Goshawk
Gregory Goyle's mother|Gregory_Goyle%27s_mother
Hermione Granger's mother|Hermione_Granger%27s_mother
Glynnis Griffiths|Glynnis_Griffiths
Wilda Griffiths|Wilda_Griffiths
Stoyanka Grozda|Stoyanka_Grozda
Wilhelmina Grubbly-Plank|Wilhelmina_Grubbly-Plank
Elladora Guffy|Elladora_Guffy
Zamira Gulch|Zamira_Gulch
Lorre Gustafson|Lorre_Gustafson
Gwenog|Gwenog
Joyce Haddock|Joyce_Haddock
Hall's wife|Hall%27s_wife
Penny Haywood's mother|Penny_Haywood%27s_mother
Gimlet-eyed Hogwarts Headmistress|Gimlet-eyed_Hogwarts_Headmistress
Veronica Heap|Veronica_Heap
Hermione Granger's sister|Hermione_Granger%27s_sister
Susanna Hesleden's mother|Susanna_Hesleden%27s_mother
Eulalie Hicks|Eulalie_Hicks
Shanice Higgins|Shanice_Higgins
Anna Hill-Hall|Anna_Hill-Hall
Iola Hillicker|Iola_Hillicker
Tamsin Hillicker|Tamsin_Hillicker
Marcus Hitchin's mother|Marcus_Hitchin%27s_mother
Violetta Hobday|Violetta_Hobday
Hogwarts school mice|Hogwarts_school_mice
Honoria|Honoria
Zelda Hum|Zelda_Hum
Grizel Hurtz|Grizel_Hurtz
Kay Hurwitz|Kay_Hurwitz
Ice cream seller|Ice_cream_seller
Ismelda Murk's paternal grandmother|Ismelda_Murk%27s_paternal_grandmother
Jacob's mother|Jacob%27s_mother
Eugenia Jenkins|Eugenia_Jenkins
Jackie Jernigan|Jackie_Jernigan
Hestia Jones|Hestia_Jones
Bertha Jorkins's aunt|Bertha_Jorkins%27s_aunt
Primrose Jorkins|Primrose_Jorkins
Josephine Kay|Josephine_Kay
Jude Ho|Jude_Ho
Tulip Karasu's mother|Tulip_Karasu%27s_mother
Lucy Karoonda|Lucy_Karoonda
Gertie Keddle|Gertie_Keddle
Josette Kelius|Josette_Kelius
Hilda Kendrick|Hilda_Kendrick
Silvanus Kettleburn's mother|Silvanus_Kettleburn%27s_mother
Kevin's mother|Kevin%27s_mother
Rowan Khanna's mother|Rowan_Khanna%27s_mother
Katie Killick|Katie_Killick
Irene Kneedander|Irene_Kneedander
Gunhilda Kneen|Gunhilda_Kneen
H. Knighton's wife|H._Knighton%27s_wife
Aged witch|Aged_witch
Jacob Kowalski's grandmother|Jacob_Kowalski%27s_grandmother
Sigrid Kristoffersen|Sigrid_Kristoffersen
Viktor Krum's mother|Viktor_Krum%27s_mother
Viola Landers|Viola_Landers
Landlady of the Green Dragon|Landlady_of_the_Green_Dragon
Diane Launier|Diane_Launier
Laura|Laura
Laura Thorn's sister|Laura_Thorn%27s_sister
Lauren|Lauren
Leaky Cauldron bartender|Leaky_Cauldron_bartender
Barnaby Lee's grandmother|Barnaby_Lee%27s_grandmother
Leesk|Leesk
Balbine Lestrange (I)|Balbine_Lestrange_(I)
Darenne Lestrange|Darenne_Lestrange
Jodelle Lestrange|Jodelle_Lestrange
Luminosa Lestrange|Luminosa_Lestrange
Nozéa Lestrange|Noz%C3%A9a_Lestrange
Pucine Lestrange (II)|Pucine_Lestrange_(II)
Pucine Lestrange (I)|Pucine_Lestrange_(I)
Quintilla Lestrange|Quintilla_Lestrange
Sotère Lestrange|Sot%C3%A8re_Lestrange
Mina Lima|Mina_Lima
Chiara Lobosca's mother|Chiara_Lobosca%27s_mother
Harfang Longbottom's daughter|Harfang_Longbottom%27s_daughter
Enid Longbottom|Enid_Longbottom
Mattie Lovett|Mattie_Lovett
Loxias's mother|Loxias%27s_mother
Mafalda's mother|Mafalda%27s_mother
Magee|Magee
Magical Menagerie saleswoman|Magical_Menagerie_saleswoman
Joan Maguire Cook|Joan_Maguire_Cook
Malkin|Malkin
Marjorie Dursley's unknown eleven bulldogs|Marjorie_Dursley%27s_unknown_eleven_bulldogs
Marlow|Marlow
Marsh|Marsh
Martha (American Muggle)|Martha_(American_Muggle)
Martha (British Muggle)|Martha_(British_Muggle)
Mason's wife|Mason%27s_wife
Emily Mather|Emily_Mather
Gabriella Mather|Gabriella_Mather
Daphne Mauboisan|Daphne_Mauboisan
Ella Max|Ella_Max
Olympe Maxime's mother|Olympe_Maxime%27s_mother
Meaghan McCormack|Meaghan_McCormack
Robert McGonagall Senior's mother|Robert_McGonagall_Senior%27s_mother
Stephenie McMillan|Stephenie_McMillan
Katura Melkor|Katura_Melkor
Melusine|Melusine
Eduaphora Mergus|Eduaphora_Mergus
Galatea Merrythought|Galatea_Merrythought
Merula Snyde's aunt|Merula_Snyde%27s_aunt
Michael's escort at King's Cross Station|Michael%27s_escort_at_King%27s_Cross_Station
Milly|Milly
Minerva|Minerva
Miraforum (British witch)|Miraforum_(British_witch)
Miraphorus|Miraphorus
Lilith Molesby|Lilith_Molesby
Tilly Monk|Tilly_Monk
Maud Montagu|Maud_Montagu
Graham Montague's mother|Graham_Montague%27s_mother
Maud Montague|Maud_Montague
Montgomery children's mother|Montgomery_children%27s_mother
Alastor Moody's mother|Alastor_Moody%27s_mother
Moran|Moran
Gwendolyn Morgan|Gwendolyn_Morgan
Valmai Morgan|Valmai_Morgan
Mother of boy who owned a magic hamster|Mother_of_boy_who_owned_a_magic_hamster
Muggle at Millennium Bridge|Muggle_at_Millennium_Bridge
Muggle residents of Budleigh Babberton|Muggle_residents_of_Budleigh_Babberton
Unidentified Muggle woman|Unidentified_Muggle_woman
Unidentified Muggle woman (II)|Unidentified_Muggle_woman_(II)
Staring Muggle|Staring_Muggle
Mullet|Mullet
Muriel's mother|Muriel%27s_mother
Ismelda Murk's mother|Ismelda_Murk%27s_mother
Murphy McNully's grandmother|Murphy_McNully%27s_grandmother
Murphy McNully's mother|Murphy_McNully%27s_mother
Naasz|Naasz
Ignis Nagy|Ignis_Nagy
Natalya|Natalya
Z. Nettles|Z._Nettles
Nigel's wife|Nigel%27s_wife
Nigelle le Narcissique|Nigelle_le_Narcissique
Night maid at the Leaky Cauldron|Night_maid_at_the_Leaky_Cauldron
Mercy Ojukwu|Mercy_Ojukwu
Aliko Okoye|Aliko_Okoye
Anji Oliver|Anji_Oliver
Garrick Ollivander's daughter|Garrick_Ollivander%27s_daughter
Garrick Ollivander's mother|Garrick_Ollivander%27s_mother
Garrick Ollivander's wife|Garrick_Ollivander%27s_wife
1996 Gryffindor Quidditch Keeper trials spectators|1996_Gryffindor_Quidditch_Keeper_trials_spectators
Albus Potter's ferret|Albus_Potter%27s_ferret
Albus Potter's owl|Albus_Potter%27s_owl
R. Amorim (American)|R._Amorim_(American)
R. Amorim (British)|R._Amorim_(British)
N. Amorinus|N._Amorinus
Amycus Carrow's successor|Amycus_Carrow%27s_successor
Aravind C.|Aravind_C.
Astoria Malfoy's ancestor|Astoria_Malfoy%27s_ancestor
Bagshot|Bagshot
Band at William Weasley and Fleur Delacour's wedding|Band_at_William_Weasley_and_Fleur_Delacour%27s_wedding
Bell|Bell
Bletchley|Bletchley
Blishen (Muggle)|Blishen_(Muggle)
